구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
제주,창암재활원,장애인복지시설,064-799-2112,제주 제주시 애월읍 유수암리,119번지
울산,울산광역시장애인종합복지관,장애인복지시설,052-248-5911,울산광역시 중구 백양로,160 (성안동 487-5)
대구,자유보호작업장,장애인복지시설,053-986-3090,대구광역시 동구 팔공산로 225-34,34번지
경북,중증장애인요양시설 극락마을,장애인복지시설,054-653-9003,경상북도 예천군 풍양면 낙상1길,58-50
울산,삼남장애인근로사업장,장애인복지시설,052-263-0413,울산광역시 울주군 반구대로 791,
울산,사단법인한국신장장애인울산협회,장애인복지시설,052-271-7272,울산광역시 남구 중앙로 274 (신정동),2층
울산,새마음정신문화센터,장애인복지시설,052-275-1116,울산 남구 달동,1311-11 로하스빌딩6층
울산,아하브마을,장애인복지시설,052-264-0138,울산 울주군 상북면 명촌리, 539-8번지
인천,사회복지법인인정재단 인정재활원,장애인복지시설,032-574-0250,인천 서구 서달로123번안길 24 (석남동),인정재활원 
경기,애덕의집,장애인복지시설,031-962-4450,경기 고양시 덕양구 혜음로 284 (벽제동),.
경기,사회복지법인명휘원,장애인복지시설,031-406-1134,경기도 안산시 상록구 해안로,865
전남,해뜨는집,장애인복지시설,061-356-7212,전남 영광군 홍농읍 신석리,472-4
광주,이팝너머,장애인복지시설,062-373-1879,광주광역시 남구 도금마을길 81-8 (도금동),이팝너머
광주,소화성가정,장애인복지시설,062-944-4027,광주 광산구 삼거동,607-5번지
부산,사상구장애인복지관,장애인복지시설,070-4261-8114,부산 사상구 모라3동, 75-9
대구,선명요육원,장애인복지시설,053-986-3070,대구광역시 동구 팔공산로 225 (덕곡동),선명요육원
경북,경주푸른마을,장애인복지시설,054-745-1563,경북 경주시 내남면 안심리,안심길 287-16
서울,성공회대학교 부설 늘푸른복지관,사회복지관,02-2610-4215,서울 구로구 항동 성공회대학교,학생복지처 내 사회봉사센터 
충남,아산시노인종합복지관,노인복지시설,041-544-1401,충청남도 아산시 남산로,10
충남,서산노인복지센터,노인복지시설,041-669-9335,충남 서산시 지곡면도성리,293-15
충남,건양부여요양원,노인복지시설,041-836-6300,충남 부여군 부여읍 동남리,598
광주,송광노인복지센터,노인복지시설,062-941-7079,광주 광산구 금봉로 54 (소촌동),1층 송광노인복지센터
대전,(사)아노복지재단,노인복지시설,042-528-5290,대전광역시 유성구 대학로 86 (궁동),503-1호
전북,중부노인복지센터,노인복지시설,063-286-0057,전북 전주시 완산구 전주객사4길 23-8 (고사동),.
전북,신광요양원,노인복지시설,063-838-2321,전북 익산시 덕기동, 703-13
대전,대전자혜은빛마을,노인복지시설,042-586-8883,대전 서구 오동, 175-1
대전,세민요양병원,보건의료,042-537-7200,대전광역시 서구 유등로,491 (용문동)
전북,정읍노인복지요양원,노인복지시설,063-533-0222,전라북도 정읍시 정읍사로,544
전북,시온의집,노인복지시설,063-453-2044,전라북도 군산시 임피면, 남상1길33
전북,아가페정양원,노인복지시설,063-856-4671,전북 익산시 황등면 율촌리, 185-1
전북,전주은혜마을,노인복지시설,063-229-5100,전라북도 전주시 완산구 쑥고개옛길,92
전북,노인사랑노인복지센터,노인복지시설,063-226-9723,전북 전주시 완산구 중화산동2가, 739-6
전남,천사의 집,노인복지시설,061-244-6009,전남 목포시 경동2가, 61-번지
전남,안양사랑의 집,노인복지시설,061-862-2909,전남 장흥군 안양면 해창리,663
전남,사랑의 집,노인복지시설,061-242-6421,전라남도 목포시 북교길,9
전남,신안군노인전문요양원,노인복지시설,061-271-6100,전남 신안군 압해면 동서리, 69-184
경기,구세군안성평화의마을,노인복지시설,031-674-8968,경기 안성시 발화동, 132-30
경남,마산성로원,노인복지시설,055-246-1975,경상남도 창원시 마산합포구 무학로,515
경남,성로재가노인복지센터,노인복지시설,055-243-1975,경남 마산시 교방동, 366-1
대전,서구노인복지관,노인복지시설,042-488-6297,대전 서구 남선로 66 (탄방동),서구노인복지관
대전,에덴노인요양원,노인복지시설,042-286-9191,대전 동구 하소동, 451-11
경남,애명노인요양원,노인복지시설,055-762-3810,경남 진주시 문산읍 제곡길98번길 30,애명노인요양원
전남,강진군노인전문요양원,노인복지시설,061-434-9965,전남 강진군 강진읍 교촌리,향교로 115
서울,은평구립역촌노인복지관,노인복지시설,02-385-9500,서울 은평구 연서로3나길 11-30 (역촌동), 67-9
울산,늘푸른노인요양원,노인복지시설,052-243-0005,울산광역시 중구 성안9길,18 (구:성안동 488-15)
전남,나주시노인복지관,노인복지시설,061-334-7726,전라남도 나주시 영산동 예향로,3874
대구,감천재가노인지원센터,노인복지시설,053-986-7708,대구 동구 갓바위로 75 (진인동),감천재가노인지원센터
대구,굿실버노인복지센터,노인복지시설,053-628-0119,대구 달서구 송현1동,"1949-35번지, 2층"
대구,달서구노인종합복지관,노인복지시설,053-644-8310,대구 달서구 본동, 804-2 
대구,영락양로원,노인복지시설,053-567-0657,대구 서구 상리동, 214-1
부산,기장실버홈,노인복지시설,051-728-7011,부산광역시 기장군 정관면 곰내길,574
전남,사랑의 집,노인복지시설,061-472-7004,전남 영암군 서호면 엄길리, 261-2번지
전남,화인케어요양원,노인복지시설,061-383-2002,전남 담양군 담양읍 가산리,464번지
경북,안동단비마을,노인복지시설,054-841-3753,경상북도 안동시 서후면 이송천한터길 45-53, 45-53
경북,노인요양시설 예천연꽃마을,노인복지시설,054-653-7714,경북 예천군 풍양면 낙상리, 234-1번지
경북,실로암노인전문요양원,노인복지시설,054-932-3539,경북 성주군 수륜면 성주가야산로 616,616 실로암노인전문요양원
경북,경북도립김천노인전문요양병원,노인복지시설,054-420-7200,경상북도 김천시 어모면 신애길,100-10
경북,칠곡노인복지센터,노인복지시설,054-971-1939,경상북도 칠곡군 평장1길 9,   1층
경북,장미노인요양원,노인복지시설,054-977-0900,경상북도 칠곡군 왜관읍 금남3길 99,장미노인요양원
제주,제주평화양로원,노인복지시설,064-723-0909,제주 제주시 봉개동, 227-26
제주,경천노인복지센터,노인복지시설,064-733-9696,제주특별자치도 서귀포시 토평로,170
제주,세화요양원,노인복지시설,064-782-1595,제주특별자치도 제주시 구좌읍 세화서길,07월 01일
경기,화성 효나눔 노인복지센터,노인복지시설,031-223-9936,경기 화성시 진안동   ,886-6 진안빌딩2층
경기,킹원요양원,노인복지시설,031-357-7274,경기 화성시 서신면 매화리,431
전남,사회복지법인 마로현,노인복지시설,061-763-0370,전라남도 광양시 광양읍 읍성2길 12,마로현노인복지센터
인천,미추홀재가노인지원서비스센터,노인복지시설,032-876-8182,인천 미추홀구 염창로 97 (주안동),1층 재가노인지원서비스센터
경남,하동노인통합지원센터,노인복지시설,055-884-7078,경남 하동군 하동읍 중앙2길 10-6,3층. 
충남,서산노인요양원,노인복지시설,041-666-0661,충청남도 서산시 잠곡2길,58 서산노인요양원
강원,글라렛선교센터,노인복지시설,033-635-6031,강원도 속초시 영랑동 번영로,165
강원,한빛마을,노인복지시설,033-647-7058,강원도 강릉시 구정면,보램길 42-6
강원,까리따스노인복지센터,노인복지시설,033-638-6012,강원도 고성군 토성면 버리깨길,40
경남,진해노인종합복지관,노인복지시설,055-544-7155,경상남도 창원시 진해구 천자로,434 진해노인복지관
충남,믿음의집,노인복지시설,041-841-3625,충남 공주시 유구읍 명곡리,35
서울,남산실버복지센터,노인복지시설,02-2238-9941,서울특별시 중구 동호로5길 189 (신당동),남산실버복지센터
광주,광산구 더불어락 노인복지관,노인복지시설,062-959-9004,광주 광산구 운남동, 799-1번지
충남,의료법인주은복지의료재단,보건의료,041-854-6701,충남 공주시 탄천면 덕지리, 179-6 (주은라파스요양병원)
충북,은빛양로원,노인복지시설,043-258-1325,충청북도 청주시 상당구 산성로658번길 301,(월오동 71-1)
전남,흥산보금자리,노인복지시설,061-363-8898,전남 곡성군 겸면 괴정리,873
전남,에덴재가노인복지센터,노인복지시설,061-454-7993,전남 무안군 청계면 상마리,915-7번지
전남,(의)행촌의료재단해남병원,보건의료,061-530-8281,전남 해남군 해남읍 해리,182-1번지
경기,영락재가노인지원서비스센터,노인복지시설,031-793-9369,경기 하남시 풍산동,260번지
대구,가나안노인복지센터,노인복지시설,053-322-2660,대구광역시 북구 칠곡중앙대로77길,14 복음재단
대구,진명노인복지센터,노인복지시설,053-939-8888,대구광역시 동구 신암5동  ,1545번지 진명시니어카운티 5층
대구,복음양로원,노인복지시설,053-321-0129,대구 북구 태전동, 1064-2
대구,대덕노인종합복지관,노인복지시설,053-621-9522,대구 남구 큰골길 137 (대명동),대덕노인종합복지관
대구,복음실버타운,노인복지시설,053-323-9343,대구광역시 북구 칠곡중앙대로77길 14,복음실버타운
대구,신애요양원,노인복지시설,053-768-3180,대구 달성군 가창면 용계리, 519-2
대구,신일양로원,노인복지시설,053-768-0180,대구 달성군 가창면 용계리,519
대구,동구노인종합복지관,노인복지시설,053-983-9100,대구광역시 동구 공항로31길,9-6(불로동) 동구노인종합복지관
부산,흰돌요양센터목제관,노인복지시설,051-751-0561,부산광역시 수영구 연수로260번길 53,흰돌요양센터 목제관
부산,해피빌요양원,노인복지시설,051-201-3471,부산광역시 사하구 다대로83번길,111
경북,파티마재가노인지원서비스센터,노인복지시설,054-932-5412,경북 성주군 금수면 ,봉두길 52
경북,의성노인복지센터,노인복지시설,054-832-6166,경북 의성군 의성읍 도동도서길 17,의성노인복지센터
전북,예은노인요양원,노인복지시설,063-232-2441,전라북도 완주군 상관면 춘향로 4615-44,4615-44 예은노인요양원
전북,용진노인복지센터,노인복지시설,063-243-9111,전북 완주군 용진면 상운리, 149-11번지
전북,사랑요양원,노인복지시설,063-642-9191,전라북도 임실군 삼계면 충효로 1623-4,.
전북,늘푸른집,노인복지시설,063-214-1332,전북 전주시 덕진구 만성동, 194-6번지
전북,완주노인복지센터,노인복지시설,063-261-4266,전라북도 완주군 고산면,고산로 120
전북,임마누엘노인복지센터,노인복지시설,063-852-1794,전라북도 익산시 춘포로 22 (금강동),금강동 1008-12
강원,횡성노인복지센터,노인복지시설,033-344-7171,강원도 횡성군 둔내로,93
강원,춘천동부노인복지관,노인복지시설,033-255-8866,강원 춘천시 동면 만천리, 893-3
경기,SK청솔노인복지관,노인복지시설,031-257-6811,경기 수원시 장안구 정자동 ,286
서울,(사)나눔과보람복지회,노인복지시설,02-2605-0825,서울 양천구 신정5동, 883번지 205호
전남,신안노인복지센터,노인복지시설,061-271-4147,전남 신안군 팔금면읍리,111-1
전남,행복의 집,노인복지시설,061-336-0822,전남 나주시 세지면 동곡리, 81-3
전남,자혜요양원,노인복지시설,061-281-2143,전남 무안군 삼향읍 수련길 52-12, 121-10 자혜요양원
